Control_1	Control_2	Control_3	FeD-1	FeD-2	FeD-3	FeE-1	FeE-2	FeE-3
2558010132	330	345	485	424	598	512	366	376	311
2558010133	581	584	796	891	1146	1238	738	754	663
2558010134	471	326	782	589	675	778	427	547	391
2558010135	401	347	517	580	704	616	375	360	348
2558010136	2878	3038	4138	4132	4759	4472	2654	2526	2228
2558010137	43	39	99	75	107	101	83	86	73
2558010138	6	1	12	11	24	15	6	8	12
2558010139	601	736	956	966	1878	1283	1038	1033	1028
2558010140	541	595	895	1045	1404	1373	914	788	763
2558010141	240	242	360	301	376	391	265	266	246
2558010142	292	299	472	385	472	543	364	369	363
2558010143	818	880	1644	1244	1421	1743	1454	1130	1024
2558010144	116	110	194	133	131	156	126	158	109
2558010145	20	33	39	26	20	35	41	20	17
2558010146	85	74	139	123	132	101	153	103	85
2558010147	117	107	154	207	223	214	157	130	109
2558010148	1474	1532	2009	1815	2260	2181	1864	1385	1245
2558010149	283	361	419	516	524	624	346	356	309
2558010150	21113	20583	25724	24525	26404	28462	17742	13088	11801
2558010151	737	746	1233	974	990	1312	958	794	638
2558010152	10671	11015	14721	16118	16970	19047	12957	11101	10140
2558010153	87	124	127	156	143	185	133	143	150
2558010154	3971	3875	4978	4683	4572	4911	2988	2267	2105
2558010155	113	129	132	168	191	212	118	124	98
2558010156	674	719	890	1065	1443	1003	750	642	558
2558010157	356	406	512	595	776	554	446	399	372
2558010158	1304	1468	2264	1659	1908	1754	2055	1738	1571
2558010159	272	275	433	324	398	386	453	495	367
2558010160	239	237	443	361	364	484	421	368	292
2558010161	184	212	363	246	250	326	300	210	178
2558010162	624	633	901	746	801	1012	703	733	640
2558010163	198	221	394	381	390	392	291	218	236
2558010164	287	252	419	391	452	457	326	336	259
2558010165	279	286	433	355	496	384	384	419	320
2558010167	47	69	118	108	114	138	138	153	119
2558010168	78	66	146	114	142	161	151	118	89
2558010169	694	668	1069	990	1207	1169	1051	910	741
2558010170	1999	2149	3066	3464	4511	4468	2909	2494	2318
2558010171	642	706	884	1103	1383	1292	864	755	674
2558010172	1041	1149	1452	1417	1676	1472	1038	967	893
2558010173	173	173	345	294	242	226	231	238	224
2558010174	1355	1642	2258	2261	2543	2568	1780	1738	1562
2558010175	238	215	278	253	233	119	117	337	240
2558010176	530	504	911	679	678	327	348	1130	781
2558010177	351	364	588	569	697	589	487	512	425
2558010178	330	362	633	503	621	643	441	438	399
2558010179	18	39	55	52	60	52	47	43	54
2558010180	277	271	403	416	523	449	336	325	321
2558010181	394	350	529	729	1046	1093	788	589	493
2558010182	142	191	246	185	301	394	299	217	191
2558010183	96	83	147	118	167	191	154	136	128
2558010184	2	0	2	4	7	6	2	0	6
2558010185	38	18	36	37	43	39	43	38	34
2558010186	147	214	235	161	173	217	181	153	138
2558010187	132	160	261	201	259	257	228	214	202
2558010188	2559	2293	3389	2345	2176	1706	1723	3265	3199
2558010189	1872	1768	3233	2247	2203	2103	1666	2884	2390
2558010190	114	135	229	210	288	228	222	176	192
2558010191	71	64	148	119	130	150	136	91	67
2558010192	230	246	395	324	361	416	367	264	285
2558010193	959	972	1257	1288	1416	1406	1195	795	794
2558010194	12076	11822	18733	14498	15100	9829	9350	15094	11059
2558010195	435	504	700	690	728	937	578	641	520
2558010196	438	541	738	756	944	886	551	482	443
2558010197	2183	1953	3631	2728	2942	4288	3391	2916	2522
2558010198	750	695	1119	943	974	1130	857	1013	790
2558010199	637	649	1054	1045	1176	1039	810	817	662
2558010200	750	712	1140	955	1078	1219	908	758	634
2558010201	50	62	124	87	82	116	63	72	69
2558010202	29	27	51	37	37	54	36	34	26
2558010203	126	116	205	208	233	260	169	163	128
2558010204	77	65	105	87	127	145	112	79	65
2558010205	769	775	1181	1139	1320	1090	916	1136	870
2558010206	2390	2563	3571	2917	3053	3321	2410	1971	1784
2558010207	735	714	1192	921	1086	1155	1348	1255	1041
2558010208	2593	2613	3858	4255	4831	5283	3618	2794	2671
2558010209	700	805	904	1221	1388	1526	1064	839	785
2558010210	1489	1578	1928	2267	2730	2877	2141	1714	1526
2558010211	1353	1413	1886	2031	2418	2481	2020	1326	1371
2558010212	1790	1770	2612	2871	3107	3514	2767	2051	1924
2558010213	629	670	881	972	1176	1067	816	652	637
2558010214	1203	1463	1902	2734	2847	2362	1818	1260	1419
2558010215	2325	2539	3176	3571	3998	4147	2870	2139	2198
2558010216	5759	5973	8321	8341	8502	10322	8021	5623	5222
2558010217	1252	1358	2194	2124	2425	2746	1556	1337	1183
2558010218	1289	1492	1963	2337	2653	3272	1722	1271	1254
2558010219	3867	4139	4798	6417	7576	8981	4429	3085	3318
2558010220	2022	1918	2488	2801	3562	4576	2344	1697	1998
2558010221	2201	2070	2528	3071	3883	4953	2726	1970	2250
2558010222	1033	894	1210	1484	1788	2289	1301	969	1072
2558010223	1256	1272	1751	1918	2408	2989	1608	1151	1446
2558010224	1345	1314	1790	1902	2280	2927	1938	1400	1669
2558010225	2394	2452	3236	3262	4374	4910	3212	2470	2795
2558010226	1011	993	1473	1497	2079	2181	1389	1072	1227
2558010227	802	814	1078	1232	1577	1877	1117	904	961
2558010228	361	302	385	519	621	706	557	362	368
2558010229	357	295	409	549	627	665	518	338	363
2558010230	958	882	1217	1262	1708	1842	1074	1009	886
2558010231	2796	2819	4325	4046	5238	6145	3492	3123	3190
2558010232	1258	1171	2072	1779	2344	2663	1600	1418	1501
2558010233	587	609	963	873	1249	1394	763	725	668
2558010234	4305	4228	6768	5831	7332	7537	5152	5114	5051
2558010235	1086	919	1294	1251	1496	1452	1137	1243	1116
2558010236	3659	3774	5102	4814	5498	4938	4207	4496	4238
2558010237	5865	6358	9857	7154	8446	7461	6883	7891	7015
2558010238	577	660	916	875	1065	1263	1040	523	588
2558010239	3378	3029	5377	4329	5274	4831	3549	3979	3311
2558010240	1888	1710	3360	3047	2852	3207	3229	2859	2432
2558010241	2872	2854	4018	3917	4670	4460	3433	2888	2807
2558010242	349	423	663	624	657	703	550	531	456
2558010243	128	76	175	193	188	231	223	180	141
2558010244	6265	6170	8024	6124	6946	6509	5104	4406	3952
2558010245	1063	1099	1507	1198	1609	1254	1235	1320	1248
2558010246	188	224	325	319	403	336	341	252	217
2558010247	297	268	438	406	479	571	465	443	352
2558010248	1627	1660	2869	2767	3265	3015	2286	2501	2156
2558010249	275	254	439	428	482	471	449	537	367
2558010250	339	329	640	468	546	578	523	514	444
2558010251	142	123	188	223	234	260	201	172	122
2558010252	616	623	869	887	1133	988	757	859	774
2558010253	340	335	531	504	677	551	444	327	340
2558010254	525	488	844	749	851	1049	646	640	549
2558010255	568	490	873	704	816	894	836	870	757
2558010256	1053	1067	2041	1844	1997	2507	2035	1921	1475
2558010257	173	147	312	294	307	375	374	263	264
2558010258	734	795	1395	1271	1595	1679	1612	1616	1304
2558010259	31	56	117	85	126	133	120	81	89
2558010260	63	70	157	125	125	214	119	158	133
2558010261	80	79	142	130	108	166	117	97	88
2558010262	279	358	507	312	357	259	215	372	244
2558010263	683	701	832	676	684	473	387	688	530
2558010264	1741	1820	2387	2060	1813	1415	1330	1780	1516
2558010265	113	160	176	168	215	185	173	144	121
2558010266	2676	2835	4463	4285	5721	4831	3637	3667	3032
2558010267	7453	7122	10272	9568	11302	10191	8718	6110	5936
2558010268	1498	1340	2255	1978	2315	2228	1819	1531	1538
2558010269	380	423	535	452	527	491	438	476	378
2558010270	291	345	471	491	495	626	399	360	324
2558010271	874	987	1423	1430	1375	2004	1047	875	690
2558010272	950	1061	1198	1758	2160	2097	1306	1128	1003
2558010273	15610	15154	20442	23519	28162	27968	17949	16753	15875
2558010274	21944	21304	28205	32890	35216	36869	23446	23132	21256
2558010275	3959	3904	6032	6844	6877	8598	5368	5257	4639
2558010276	6060	6017	10535	10144	10506	12793	7965	7607	6746
2558010277	274	302	455	447	518	478	361	318	271
2558010278	128	122	195	170	205	212	169	194	181
2558010279	287	327	491	511	670	644	496	408	387
2558010280	706	692	1086	904	1145	945	707	714	612
2558010281	68	109	147	116	125	113	129	93	94
2558010282	90	100	125	92	141	133	97	97	78
2558010283	619	553	787	514	718	566	703	559	540
2558010284	241	229	378	366	450	432	382	415	306
2558010285	266	277	342	455	464	556	364	376	340
2558010286	973	859	1246	840	1099	1016	881	936	764
2558010287	1364	1275	2239	1590	1911	1625	1771	1921	1707
2558010288	8438	8888	12097	12111	12796	13201	10096	8063	7054
2558010289	21	16	49	36	34	45	34	21	44
2558010290	171	164	226	236	265	272	258	198	160
2558010291	227	170	312	194	256	221	324	220	196
2558010292	616	673	978	834	854	944	935	826	804
2558010295	66	84	152	112	131	140	115	135	94
2558010296	589	691	1189	832	783	288	229	667	490
2558010297	35	45	95	46	67	51	39	77	66
2558010298	19	20	53	90	88	272	145	96	83
2558010299	26	38	52	59	102	217	123	97	93
2558010300	11	17	45	42	43	170	119	56	63
2558010301	0	0	5	10	2	14	11	4	5
2558010302	267	267	401	324	376	486	337	255	254
2558010303	87	130	180	205	202	220	126	104	116
2558010304	308	314	514	522	590	834	571	376	347
2558010305	12	9	19	20	21	17	23	17	18
2558010306	145	214	318	324	406	453	180	216	192
2558010307	1842	2055	2662	3047	3763	3583	1993	1800	1634
2558010308	242	261	598	548	705	746	404	461	395
2558010309	1453	1678	2948	3290	4158	3905	2765	2756	2362
2558010310	37	64	101	112	139	230	118	109	95
2558010311	27	40	42	72	76	179	110	78	78
2558010312	19	25	60	68	100	166	102	65	94
2558010313	138	131	287	294	381	745	598	278	335
2558010314	57	49	86	105	134	238	207	95	127
2558010315	41	50	113	124	145	259	236	143	144
2558010316	48	55	107	115	174	244	219	138	177
2558010317	15	25	52	65	80	160	114	68	99
2558010318	24	25	24	35	43	49	57	52	30
2558010319	27	21	41	37	71	78	76	56	48
2558010320	1102	1249	1578	1918	2376	1742	1621	1479	1326
2558010321	593	661	909	1052	1407	1212	933	975	890
2558010322	158	190	247	300	471	392	297	276	258
2558010323	122	120	180	225	446	212	180	190	159
2558010324	243	232	431	268	314	286	285	273	252
2558010325	264	255	435	283	385	263	390	377	290
2558010326	420	468	612	492	652	398	382	419	357
2558010327	183	223	484	303	353	314	302	302	276
2558010328	42	52	79	43	68	70	108	71	45
2558010329	81	94	126	80	93	103	123	69	72
2558010330	326	317	432	359	444	420	413	258	222
2558010331	221	210	322	258	297	258	303	205	178
2558010332	178	239	189	256	174	177	136	68	57
2558010333	53	48	68	67	63	72	43	20	16
2558010334	46	77	83	105	154	139	137	73	59
2558010335	44	67	73	78	124	98	89	57	63
2558010336	65	63	111	101	139	150	156	111	110
2558010337	146	183	238	136	168	180	269	210	162
2558010338	161	169	265	228	344	317	317	261	202
2558010339	81	97	146	130	182	156	156	130	93
2558010340	41	29	44	54	75	66	58	50	47
2558010341	420	393	565	578	656	554	536	485	410
2558010342	228	272	390	292	393	323	266	272	227
2558010343	315	361	456	570	588	674	494	251	207
2558010344	223	260	504	311	332	236	294	279	161
2558010345	1637	1748	2851	1678	1764	830	1080	1365	802
2558010346	1430	1563	1992	1555	1614	649	821	1218	787
2558010347	2155	2057	2491	1955	1916	1071	860	1191	941
2558010348	119	115	172	151	164	186	146	111	104
2558010349	146	122	220	215	189	286	268	192	189
2558010350	116	137	193	136	190	231	205	134	114
2558010351	4182	3483	4447	3346	3559	3628	2839	2386	2118
2558010352	844	793	1187	782	782	812	870	686	581
2558010353	315	319	444	391	560	417	414	357	306
2558010354	900	927	1059	751	789	597	429	598	513
2558010355	375	415	513	626	1264	380	275	442	338
2558010356	61	53	87	100	60	114	88	102	85
2558010357	11323	11054	16282	13729	13706	14750	13438	12874	11004
2558010358	68	73	94	150	357	116	63	68	51
2558010359	54	37	74	56	74	60	42	35	47
2558010360	466	468	718	698	763	671	504	392	348
2558010361	336	330	530	552	735	578	437	379	352
2558010362	65	53	87	75	81	90	78	71	57
2558010363	23	17	23	17	26	33	27	9	18
2558010364	55	53	59	43	38	39	42	40	14
2558010365	26	36	55	51	58	51	66	44	42
2558010366	22	35	41	53	61	58	43	58	47
2558010367	2872	3194	3734	4577	5150	5036	3752	3205	3038
2558010368	174	155	315	260	280	266	242	238	213
2558010369	390	427	771	590	675	803	515	518	476
2558010370	1030	1025	1723	1509	1836	1802	1231	1112	921
2558010371	3255	3590	5053	5650	6861	5895	4182	4048	3712
2558010372	694	707	960	875	1008	1126	799	752	593
2558010373	372	353	669	518	529	560	405	309	311
2558010374	2253	2001	3337	2032	2231	2966	2432	1499	1224
2558010375	208	228	392	307	352	437	294	274	221
2558010376	2403	2263	2999	2264	2746	2623	1968	1549	1343
2558010377	73	74	125	115	138	171	114	129	92
2558010378	37	29	47	31	57	54	37	33	44
2558010379	1188	1373	1623	1391	2173	1355	849	682	701
2558010380	66	74	69	109	184	112	69	76	61
2558010381	92	82	134	169	243	177	125	155	105
2558010382	8	13	10	12	15	19	10	23	8
2558010383	13	20	17	21	28	19	18	9	16
2558010384	3	5	1	3	3	0	2	1	3
2558010385	21	14	24	23	27	22	14	14	8
2558010386	5	5	4	0	4	1	2	1	0
2558010387	20	22	49	52	52	38	42	32	43
2558010388	192	210	309	305	325	317	194	232	208
2558010389	374	360	678	505	703	422	264	290	231
2558010390	128	91	174	168	200	155	93	97	70
2558010391	13	25	23	10	25	27	14	19	15
2558010392	61	44	88	66	75	79	63	53	66
2558010393	2	7	5	3	0	3	0	1	0
2558010394	11	12	16	11	18	13	5	9	4
2558010395	1	4	3	1	1	3	3	0	2
2558010396	0	2	2	3	3	1	1	2	4
2558010397	37	47	64	59	63	69	91	54	40
2558010398	1	2	4	0	6	2	9	2	8
2558010399	111	82	176	120	89	200	318	108	147
2558010400	121	153	317	224	240	420	483	177	180
2558010401	577	537	931	746	868	850	966	651	551
2558010402	30471	33006	43173	32710	25601	28381	26411	16307	16159
2558010403	8116	8135	11804	11488	3794	15863	15630	4901	6877
2558010404	4599	4470	5679	6565	5404	7857	7183	3848	4788
2558010405	490	633	854	482	442	356	295	205	185
2558010406	467	709	852	537	510	469	350	184	218
2558010407	1346	1741	1388	1163	1368	1206	1550	669	524
2558010408	958	1322	1400	1052	1130	950	1297	533	413
2558010409	4039	6167	4710	5142	4334	4015	5544	1902	1475
2558010410	780	1050	1735	853	936	801	402	296	232
2558010411	396	340	651	336	382	377	348	144	159
2558010412	280	287	402	163	171	184	144	110	72
2558010413	416	527	543	247	275	244	207	133	91
2558010414	501	605	691	376	413	410	231	131	99
2558010415	1681	1969	2126	1970	2344	2250	1986	857	851
2558010416	2080	2458	3129	2488	3184	3375	2394	1249	1107
2558010417	2095	2516	2980	3915	4817	3999	3162	2574	2411
2558010418	309	238	571	305	570	411	480	605	515
2558010419	27	22	32	50	33	60	41	26	22
2558010420	1589	1779	2005	2430	2800	3810	2345	1138	1070
2558010421	5188	5350	8270	7560	8974	9015	7007	5519	5051
2558010422	125	163	198	148	174	190	115	94	85
2558010423	2	0	4	5	2	2	4	3	4
2558010424	10	12	17	21	14	20	21	12	11
2558010425	12	16	27	21	28	37	18	18	23
2558010426	3979	4265	6693	8311	10094	31543	23895	4127	6917
2558010427	1112	1143	1604	1803	2332	6113	5199	1064	1549
2558010428	112	101	153	85	119	195	247	139	107
2558010429	20	30	49	59	52	114	118	54	68
2558010430	16	10	27	22	26	25	33	26	25
2558010431	6	14	13	9	13	13	22	17	31
2558010432	337	292	368	371	497	378	274	247	234
2558010433	249	257	449	392	423	332	436	332	278
2558010434	231	282	308	299	339	293	412	177	165
2558010435	81	77	101	83	92	92	98	95	57
2558010436	133	141	180	145	194	127	209	98	130
2558010437	84	67	153	105	109	130	211	112	99
2558010438	168	156	318	183	254	207	309	268	203
2558010439	115	110	131	91	147	84	109	99	79
2558010440	124	144	269	161	208	174	173	173	191
2558010441	68	63	121	119	109	102	83	116	109
2558010442	787	916	1229	1356	1539	1271	750	808	809
2558010443	34	24	30	91	107	83	53	35	19
2558010444	447	598	850	1333	1659	1109	619	562	482
2558010445	18	21	28	68	54	65	17	16	14
2558010446	252	310	427	499	745	686	367	285	314
2558010447	180	175	297	424	553	452	320	217	216
2558010448	26	22	49	68	75	76	53	58	45
2558010449	25	27	38	31	59	34	43	29	26
2558010450	2	0	3	2	0	4	1	2	1
2558010451	5	4	7	8	9	11	8	7	3
2558010452	33	33	49	67	56	71	7	9	3
2558010453	66	90	67	122	100	135	14	5	1
2558010454	61	31	87	93	74	168	9	16	19
2558010455	77	66	105	108	117	129	95	77	68
2558010456	31	37	60	73	57	88	54	69	45
2558010457	17	10	19	23	20	30	17	19	15
2558010458	69	87	117	109	112	125	95	58	56
2558010459	8	17	20	42	22	46	9	9	11
2558010460	30	33	54	70	59	84	12	14	12
2558010461	14	32	33	49	57	42	6	15	29
2558010462	9	9	23	33	34	45	28	19	11
2558010463	44	53	47	73	92	75	43	29	47
2558010464	56	77	79	83	114	105	78	90	58
2558010465	87	127	92	105	124	97	96	66	54
2558010466	34	28	33	40	36	43	49	42	32
2558010467	2	4	15	4	7	10	10	9	9
2558010468	220	279	396	494	601	595	329	479	449
2558010469	118	140	210	222	289	273	214	198	179
2558010470	49	42	82	74	84	66	79	122	87
2558010471	34	29	47	18	55	35	44	69	46
2558010472	12	18	33	17	23	15	31	41	37
2558010473	53	40	89	83	75	77	77	81	85
2558010474	54	56	100	91	83	79	75	82	78
2558010475	276	258	351	363	433	400	354	319	268
2558010476	28	35	55	41	59	68	44	44	46
2558010477	103	155	175	238	167	264	133	93	85
2558010478	81	84	165	137	121	203	125	98	90
2558010479	122	164	183	365	379	275	61	73	71
2558010480	39	45	95	129	104	93	24	26	38
2558010481	57	59	92	143	119	84	35	39	26
2558010482	452	466	777	597	720	394	453	553	422
2558010483	274	264	230	77	90	56	52	64	39
2558010484	85	65	62	23	28	20	22	33	16
2558010485	88	81	97	45	45	26	33	52	32
2558010486	18267	17157	17998	8311	7837	4921	5359	4294	3209
2558010487	116	132	196	193	240	187	177	173	175
2558010488	102	100	177	139	169	165	126	176	124
2558010489	337	448	535	541	641	599	389	519	400
2558010490	155	131	209	209	275	185	178	172	137
2558010491	231	186	326	231	324	275	377	337	290
2558010492	503	515	713	722	911	743	771	719	608
2558010493	520	486	768	889	1100	1007	1019	936	918
2558010494	77	111	139	152	187	192	163	165	165
2558010495	180	194	231	208	251	226	279	217	210
2558010496	104	96	144	124	161	125	159	95	94
2558010497	135	200	171	127	188	148	151	114	88
2558010498	131	130	202	152	220	192	238	188	175
2558010499	1266	1481	2260	1756	1995	2127	1828	1293	1205
2558010500	53	48	88	101	70	104	55	47	30
2558010501	9	10	3	4	3	5	3	4	2
2558010502	2	1	2	0	2	2	3	2	0
2558010503	5	4	2	4	0	3	1	1	1
2558010504	56	47	102	79	123	119	100	98	74
2558010505	122	98	177	132	167	156	112	107	101
2558010506	397	524	840	729	872	798	595	555	546
2558010507	64	54	72	55	68	73	74	69	74
2558010508	73	58	148	80	134	111	148	111	93
2558010509	7	3	3	1	3	5	17	19	8
2558010510	651	648	789	782	806	870	817	452	454
2558010511	158	156	238	226	251	186	275	161	174
2558010512	136	238	445	246	164	104	186	296	312
2558010513	310	321	469	480	524	381	379	587	448
2558010514	2863	3096	4594	4230	4897	2716	2522	5671	3879
2558010515	179	170	231	226	288	219	215	265	215
2558010516	1810	1944	2499	2062	1332	751	779	2419	1927
2558010517	327	389	651	578	529	436	460	778	710
2558010518	725	734	1262	1123	1574	1386	1291	1183	986
2558010519	130	160	222	207	301	280	281	235	243
2558010520	790	868	996	970	1449	1223	1046	692	693
2558010521	137	153	226	195	300	256	216	177	160
2558010522	134	161	212	221	269	248	175	151	162
2558010523	78	84	113	128	178	168	100	102	98
2558010524	60	65	93	124	126	152	91	86	80
2558010525	4	6	3	13	13	12	9	10	6
2558010526	4	0	3	4	6	3	5	7	2
2558010527	38	32	96	77	83	167	102	93	73
2558010528	293	302	494	553	746	835	586	437	400
2558010529	100	96	152	160	197	218	149	93	123
2558010530	164	153	267	206	299	318	368	240	180
2558010531	6	12	11	13	17	11	27	9	18
2558010532	3	8	1	3	0	3	4	8	2
2558010533	58	67	89	78	108	110	58	53	36
2558010534	42	36	69	60	48	55	42	20	17
2558010535	102	62	117	80	94	112	78	54	45
2558010536	203	185	236	256	300	279	259	270	203
2558010537	32	34	78	64	81	76	70	64	50
2558010538	1440	1911	2779	1675	2271	1828	2895	1653	1566
2558010539	1909	2221	4440	3495	5215	6025	10622	4095	4074
2558010540	1812	1946	3036	3776	4938	4947	2319	1483	1727
2558010541	94	89	154	199	314	257	158	84	98
2558010542	522	525	743	773	1030	931	922	896	684
2558010543	272	308	400	382	425	438	434	550	401
2558010544	4630	3048	6582	2927	6201	2627	5513	8511	6091
2558010545	19	16	20	17	30	30	31	13	16
2558010546	515	426	562	560	614	596	566	417	389
2558010547	211	198	290	225	250	384	363	184	186
2558010548	2966	3563	3828	4116	4923	4357	4274	2506	2360
2558010549	388	427	536	639	781	716	529	445	386
2558010550	232	286	383	508	559	492	436	383	326
2558010551	40	43	97	94	87	109	102	116	83
2558010552	74	91	147	118	116	133	82	184	134
2558010553	20491	19600	30391	24039	24347	16187	17228	34277	23401
2558010554	10	12	21	14	17	14	9	16	13
2558010555	582	555	922	824	800	836	836	1007	777
2558010556	48	43	56	61	109	65	81	88	86
2558010557	284	321	407	437	472	432	236	308	277
2558010558	172	125	191	216	151	86	71	113	101
2558010559	67	39	95	76	63	75	79	91	84
2558010560	134	160	204	178	226	173	162	110	111
2558010561	50	46	78	60	75	82	54	56	57
2558010562	19	10	29	19	30	22	16	9	14
2558010563	3	2	1	1	0	6	5	7	1
2558010564	25	16	29	25	24	61	26	31	33
2558010565	48	51	136	80	72	143	148	102	90
2558010566	116	97	164	153	155	171	188	137	109
2558010568	226	215	334	270	325	360	366	297	263
2558010569	380	408	380	328	294	284	227	174	109
2558010570	731	745	937	673	872	713	859	797	528
2558010571	1761	1854	2000	1370	1817	1102	1834	1449	1238
2558010572	951	955	1190	1270	1456	1383	868	625	610
2558010573	127	138	224	192	214	203	190	141	128
2558010574	16	18	47	41	55	44	34	44	32
2558010575	19	26	41	56	74	65	67	32	38
2558010576	130	175	225	272	335	349	267	140	142
2558010577	28	25	42	46	47	66	63	46	41
2558010578	22	22	31	37	33	41	29	26	36
2558010579	346	209	342	207	281	351	242	249	208
2558010580	31	21	44	29	45	35	39	24	19
2558010581	10	5	18	12	12	19	17	16	10
2558010582	35	35	53	51	69	59	75	52	25
2558010583	52	44	53	65	73	79	71	64	53
2558010584	29	16	30	23	19	31	22	28	21
2558010585	3	7	19	20	6	10	1	3	0
2558010586	25	41	63	65	40	42	1	3	2
2558010587	0	2	1	2	1	0	4	0	0
2558010588	7	1	4	8	13	11	7	8	3
2558010589	4	0	4	7	13	10	12	5	6
2558010590	112	94	176	149	144	114	98	102	101
2558010591	4	3	7	3	6	5	1	2	1
2558010592	94	57	141	101	99	108	110	93	90
2558010593	12	8	7	9	9	23	18	8	6
2558010594	43	27	47	36	51	57	30	37	39
2558010595	28	58	41	65	68	85	64	40	46
2558010596	68	108	116	137	170	173	123	74	111
2558010597	180	254	236	350	458	389	231	187	177
2558010598	602	760	747	1033	1459	1356	641	447	490
2558010599	100	97	136	102	121	123	82	89	57
2558010600	146	180	232	182	152	109	87	189	112
2558010601	450	513	728	680	813	660	663	528	435
2558010602	400	343	419	381	459	384	332	396	371
2558010603	2066	1562	2159	1414	1528	1271	1156	1566	1282
2558010604	1233	1455	1655	1585	2150	1548	1529	1200	1102
2558010605	414	400	592	531	751	575	622	426	422
2558010606	45	61	97	83	112	107	71	75	63
2558010607	0	0	1	0	0	1	0	1	0
2558010608	5	6	6	2	11	5	9	1	6
2558010609	1	2	5	4	2	9	3	7	11
2558010610	0	1	1	4	3	4	0	0	1
2558010611	7	2	25	14	7	18	6	7	7
2558010612	0	0	0	0	1	0	0	0	0
2558010613	270	261	339	286	345	366	240	125	145
2558010614	52	43	56	73	98	90	74	55	48
2558010615	106	97	123	127	142	94	145	133	129
2558010616	27	30	40	26	38	33	34	48	37
2558010617	33	46	69	51	65	71	69	50	49
2558010618	44	30	54	47	42	58	55	40	25
2558010619	3	11	5	7	16	5	5	10	9
2558010620	42	54	57	45	50	64	40	47	30
2558010621	5	8	4	17	18	12	12	9	14
2558010622	37	40	40	53	54	51	54	47	33
2558010623	129	112	218	161	182	233	200	185	163
2558010624	5	4	4	6	9	11	17	7	6
2558010625	296	331	478	495	633	546	356	420	361
2558010626	213	231	296	397	458	419	285	316	266
2558010627	104	101	195	176	182	233	162	170	141
2558010628	64	57	93	86	71	107	61	45	47
2558010629	259	317	312	334	228	469	215	101	86
2558010630	109	132	205	172	215	260	139	151	95
2558010631	64	84	100	92	122	94	92	40	44
2558010632	174	154	361	299	377	312	275	270	263
2558010633	17	20	31	31	33	51	7	11	10
2558010634	16	11	31	53	50	45	16	12	14
2558010635	17	13	7	13	21	20	7	5	3
2558010636	13	10	41	44	63	59	11	4	12
2558010637	43	34	43	52	76	60	19	25	28
2558010638	66	63	76	97	95	78	54	27	39
2558010639	102	132	162	210	217	187	128	79	90
2558010640	54	43	129	101	108	145	66	42	43
2558010641	20	31	42	72	64	76	20	24	22
2558010642	14	17	15	14	17	39	9	3	9
2558010643	10	7	8	12	6	17	2	0	0
2558010644	0	0	1	0	0	0	0	2	0
2558010645	19	20	32	34	39	59	9	7	6
2558010646	47	26	45	53	55	50	32	27	21
2558010647	116	119	160	124	161	143	107	119	96
2558010648	13	17	25	29	42	23	27	21	27
2558010649	123	139	168	187	291	267	213	162	126
2558010650	123	138	129	177	257	246	122	78	76
2558010651	118	121	112	201	194	258	115	127	133
2558010652	21	19	37	28	21	52	56	37	30
2558010654	272	257	386	323	399	407	408	230	237
2558010655	703	664	954	849	1099	920	954	687	543
2558010656	196	185	220	194	183	244	250	132	139
2558010657	859	920	1414	1278	1785	1583	1703	1413	1253
2558010658	426	416	729	610	761	956	1041	793	697
2558010659	530	507	772	635	958	1030	978	683	715
2558010660	183	204	318	298	277	216	187	288	214
2558010661	168	148	336	240	264	275	386	279	214
2558010662	24	22	24	37	24	41	57	38	8
2558010663	2	1	5	2	6	4	5	7	4
2558010664	3	6	11	3	12	6	7	5	9
2558010665	29	23	40	43	46	42	39	49	46
2558010666	2	6	2	4	3	6	7	3	2
2558010667	13	14	20	26	34	25	33	18	25
2558010668	12	12	16	16	24	24	34	19	9
2558010669	16	31	47	35	28	40	50	59	51
2558010670	34	28	40	27	31	24	56	77	68
2558010671	1495	1544	2129	1829	1963	2099	3168	3148	2852
2558010672	72	72	103	102	104	102	71	77	84
2558010673	13	9	11	15	22	12	13	12	15
2558010674	32	39	104	73	54	89	85	82	88
2558010675	39	41	79	79	79	86	110	106	92
2558010676	24	28	65	35	42	64	36	65	32
2558010678	200	201	295	289	354	424	234	219	245
2558010679	662	572	844	998	918	1199	873	672	577
2558010681	259	252	703	531	511	956	733	633	445
2558010682	888	1002	1320	1517	1857	1515	1196	1179	978
2558010683	153	154	255	216	268	220	228	185	154
2558010684	289	253	404	320	314	409	300	242	261
2558010685	1460	1662	2507	1837	2305	2216	2032	2106	1734
2558010686	499	500	818	593	674	667	694	699	573
2558010687	587	554	964	676	747	766	741	643	576
2558010688	252	238	445	355	402	629	519	456	361
2558010689	1388	1499	2417	2641	3198	3571	2651	2147	1876
2558010690	143	157	244	176	190	220	299	333	327
2558010691	209	222	401	295	292	422	309	247	209
2558010692	1704	1690	2106	2570	3265	3594	2229	1830	1819
2558010693	735	759	1083	1108	1371	1527	1180	1281	1051
2558010694	5198	5710	7715	8391	9698	6676	5824	9794	7173
2558010695	3139	3376	4859	5156	5323	4154	4439	6121	4782
2558010696	991	791	1192	874	925	732	685	1073	877
2558010697	681	663	912	902	904	787	691	993	698
2558010698	377	348	686	460	504	481	366	776	533
