Control_1	Control_2	Control_3	FeD-1	FeD-2	FeD-3	FeE-1	FeE-2	FeE-3
2558009038	26	26	40	42	37	46	34	40	28
2558009039	579	474	795	527	565	483	476	957	741
2558009040	52	36	73	50	53	38	32	85	53
2558009041	83	95	115	107	116	88	109	99	103
2558009042	18	18	37	25	20	13	22	23	21
2558009043	4	9	15	8	9	13	6	5	5
2558009044	88	72	113	115	176	171	151	78	112
2558009045	284	286	479	437	400	492	325	236	200
2558009046	105	92	180	134	186	198	143	116	131
2558009047	608	479	1168	877	911	1302	972	1090	872
2558009048	2155	1960	3903	2688	3266	3900	2720	3138	2476
2558009049	443	461	700	553	683	648	596	358	336
2558009050	90	114	235	236	280	262	246	595	518
2558009051	13	23	41	41	89	76	54	91	104
2558009052	65	75	136	122	160	159	104	152	132
2558009053	3	2	7	4	3	3	11	9	2
2558009054	8	11	21	17	18	20	25	36	24
2558009055	13	16	19	13	23	26	17	22	14
2558009056	38	51	98	73	106	106	72	63	64
2558009057	135	129	264	327	351	389	293	307	243
2558009058	147	127	288	308	320	340	215	204	226
2558009059	58	35	84	128	106	103	47	57	56
2558009060	572	573	789	873	850	996	701	602	551
2558009061	348	332	391	283	483	318	405	192	170
2558009062	99	98	125	123	201	152	139	96	75
2558009063	31	21	47	52	140	63	24	28	30
2558009064	461	499	624	705	824	681	575	472	468
2558009065	130	114	221	232	243	249	224	150	119
2558009066	236	214	321	256	397	231	263	176	168
2558009067	20	5	23	32	16	48	15	11	18
2558009068	0	1	7	7	8	12	8	10	8
2558009069	13	3	6	9	5	24	7	2	4
2558009070	21	45	27	51	42	153	38	5	13
2558009071	33	45	52	84	74	208	22	1	4
2558009072	18	37	48	64	75	198	36	9	16
2558009073	31	38	34	54	91	139	27	11	10
2558009074	12	21	12	36	40	66	19	4	2
2558009075	18	31	10	39	44	86	18	1	1
2558009076	136	208	152	275	180	377	126	24	25
2558009077	8	14	15	24	17	32	6	6	7
2558009078	38	82	62	84	48	84	38	10	8
2558009079	2	23	11	13	7	31	2	4	0
2558009080	94	99	197	163	168	194	162	182	143
2558009081	26	21	46	47	61	73	43	66	40
2558009082	149	163	289	319	406	371	253	261	191
2558009083	101	85	115	157	211	209	138	163	125
2558009084	3848	2989	4584	4031	5169	5281	4399	3656	3079
2558009085	806	861	1104	1087	1384	1251	937	834	736
2558009086	610	598	1051	725	890	911	894	796	682
2558009087	130	167	278	268	302	290	257	227	231
2558009088	2791	2979	4378	4367	5862	4598	3550	3902	3305
2558009089	744	926	1001	1271	1343	1100	740	594	590
2558009090	339	458	587	643	753	555	419	419	403
2558009091	244	243	409	433	499	415	245	282	255
2558009092	1333	1532	2188	2264	2984	2387	1842	1824	1649
2558009093	318	328	563	656	876	690	517	533	465
2558009094	18	16	43	55	72	35	28	38	43
2558009095	51	59	71	62	75	48	80	54	48
2558009096	90	133	93	230	708	105	57	170	133
2558009097	292	462	370	331	1008	390	176	226	166
2558009098	18	16	37	47	90	59	38	40	45
2558009099	24	34	29	55	104	70	46	70	72
2558009100	40	34	71	95	110	87	38	89	72
2558009101	508	596	725	745	975	705	550	611	495
2558009102	1009	1082	1572	1596	2265	2182	1890	1699	1628
2558009103	290	332	544	555	664	596	518	491	391
2558009104	5944	5905	9536	10003	10100	8329	6890	11796	8903
2558009105	3478	3417	6266	5807	5810	5866	4671	7688	5669
2558009106	767	931	1162	1527	1846	1356	1019	1117	986
2558009107	415	453	1030	907	746	258	456	1396	1136
2558009108	2708	3741	6840	6406	5245	1436	1813	2594	1874
2558009109	1948	2249	4510	3213	2626	701	824	1524	776
2558009110	5652	5633	10624	6702	7003	1550	1419	6788	3846
2558009111	225	216	399	426	509	512	352	312	322
2558009112	87	83	118	130	146	261	248	88	111
2558009113	143	188	270	325	303	521	565	185	233
2558009114	382	446	637	624	777	1159	1063	385	437
2558009115	916	1118	1363	1647	1895	2735	2514	922	1177
2558009116	2854	3446	3778	5131	6395	8615	6506	2749	3317
2558009117	119	112	197	174	209	241	232	182	156
2558009118	212	177	282	236	272	298	226	196	182
2558009119	74	76	134	108	92	136	116	151	81
2558009120	201	175	252	247	279	280	198	246	213
2558009121	55527	50303	78281	69280	80565	74562	51976	55118	46548
2558009122	625	624	851	659	710	775	620	744	611
2558009123	2683	3002	4122	4261	4378	4146	3388	2959	2718
2558009124	493	558	822	931	891	917	834	741	721
2558009125	227	214	359	370	439	385	285	318	236
2558009126	25	34	60	55	57	55	54	53	45
2558009127	60	73	128	99	83	123	114	108	121
2558009128	0	0	0	0	0	0	0	0	0
2558009129	17	14	20	19	19	27	12	22	18
2558009130	64	62	126	105	110	133	91	67	91
2558009132	188	156	230	152	197	130	128	142	83
2558009133	383	346	533	307	309	247	167	323	215
2558009134	86	100	176	155	192	208	179	168	124
2558009135	228	200	744	332	337	610	844	1060	643
2558009136	5638	4470	11436	6375	8167	9144	13319	13021	9506
2558009137	322760	310210	110800	88602	66597	41392	48918	36232	36265
2558009138	232	218	425	368	364	452	504	410	369
2558009139	379	459	481	426	435	641	387	242	237
2558009140	3221	3025	4143	2273	2525	2657	1771	1787	1537
2558009141	859	1057	1414	1784	2234	2216	1612	1198	1116
2558009142	557	627	865	966	1271	1308	908	694	693
2558009143	379	400	661	485	545	621	847	644	626
2558009144	738	794	1075	1124	1374	1443	1076	910	870
2558009145	313	342	511	449	538	634	428	275	247
2558009146	383	427	593	582	714	773	624	479	459
2558009147	247	251	352	361	393	477	403	295	272
2558009148	240	249	341	367	421	452	341	310	211
2558009149	310	328	429	466	499	481	421	340	278
2558009150	639	738	1096	976	1095	1292	1065	750	694
2558009151	437	443	682	530	729	637	735	563	511
2558009152	1439	1581	2007	2043	2205	2200	2179	2119	1913
2558009153	2221	2373	3590	2849	2882	2517	4203	5555	5123
2558009154	31	35	66	50	64	55	45	65	41
2558009155	88	103	151	92	85	129	147	122	80
2558009156	18	15	43	29	43	36	22	26	11
2558009157	27	34	79	59	68	113	68	54	50
2558009158	551	533	792	777	896	960	773	557	486
2558009159	266	255	381	422	530	415	284	220	205
2558009160	54	72	63	61	116	86	53	42	27
2558009161	328	361	577	602	782	668	527	390	358
2558009162	95	93	234	173	194	224	209	149	159
2558009163	21	8	25	27	25	13	17	21	11
2558009164	92	83	120	196	191	139	83	139	103
2558009165	1068	1054	1553	1544	1917	1448	1074	1138	1103
2558009166	473	584	968	1011	1493	1268	1282	848	852
2558009167	69	51	172	128	194	225	243	164	165
2558009168	95	114	150	127	135	112	116	106	74
2558009169	50	59	84	96	85	78	89	45	70
2558009170	182	218	429	378	368	252	382	772	638
2558009171	1559	1467	1824	1885	2116	2255	1687	2022	1755
2558009172	32	62	76	102	77	112	102	92	48
2558009173	150	136	172	168	188	203	183	129	121
2558009174	4	5	23	13	20	26	22	17	26
2558009175	6	5	25	7	4	24	20	16	6
2558009176	190	210	358	259	308	340	308	251	192
2558009177	38	48	70	54	48	44	56	43	65
2558009178	5	8	6	8	4	7	3	3	8
2558009179	11	7	17	22	16	12	23	18	20
2558009180	32	46	85	58	70	55	78	73	55
2558009181	68	79	109	107	56	36	77	102	111
2558009182	32	32	34	42	30	44	26	15	22
2558009183	5	4	5	5	3	2	2	4	3
2558009184	5	5	6	11	5	9	6	6	13
2558009185	483	501	669	485	502	530	647	465	372
2558009186	2629	2686	3573	3822	4432	4777	2786	2353	2135
2558009187	51	55	60	57	73	58	41	52	54
2558009188	193	171	343	236	279	285	244	260	203
2558009189	735	580	827	983	1113	889	720	747	764
2558009190	3023	2792	4054	3832	4708	3817	2886	2944	2628
2558009191	2974	3251	4010	3875	4578	4896	4461	2568	2539
2558009192	730	751	1135	1217	1397	1317	907	1154	905
2558009193	102	121	168	160	157	164	169	175	93
2558009194	192	190	321	196	276	235	238	195	169
2558009195	805	828	1087	1015	1149	1066	1076	815	773
2558009196	90	79	150	137	202	150	161	152	99
2558009197	17	9	13	29	29	17	13	10	16
2558009198	42	26	36	37	57	56	48	43	47
2558009199	484	506	880	754	935	789	848	683	543
2558009200	130	125	191	176	227	204	229	177	157
2558009201	16	15	5	27	22	12	24	14	16
2558009202	132	123	239	204	250	264	235	185	171
2558009203	83	77	168	118	141	186	131	140	111
2558009204	104	108	94	100	82	72	131	100	67
2558009205	295	308	482	411	540	529	357	394	333
2558009206	225	252	297	320	387	454	365	255	214
2558009207	255	245	444	471	520	528	465	433	377
2558009208	1068	1079	1818	1363	1500	1839	1312	1409	1012
2558009209	132	149	275	192	188	361	166	112	136
2558009210	92	121	169	119	176	151	179	202	152
2558009211	201	212	358	298	397	306	331	351	335
2558009212	2432	3148	3536	3466	3974	2405	4491	3314	3519
2558009213	572	736	931	924	1082	930	919	784	647
2558009214	349	312	507	414	403	388	389	366	344
2558009215	5264	4805	7611	6731	8014	6437	5033	5803	5261
2558009216	4759	4327	6775	5838	7638	5515	4496	5589	4656
2558009218	243	244	456	409	322	406	329	431	346
2558009219	399	374	513	315	346	316	412	372	303
2558009220	4281	4087	6608	5025	5132	6121	4057	3234	2707
2558009221	373	303	497	487	473	661	534	353	321
2558009222	1110	1198	1749	1826	2266	1961	1581	1573	1386
2558009223	206	227	376	325	404	396	319	405	372
2558009224	102	108	167	160	179	198	156	82	108
2558009225	473	534	849	832	998	1174	871	561	557
2558009226	67	85	121	91	117	101	114	73	60
2558009227	741	905	1080	1524	1813	1749	1230	941	966
2558009228	582	424	692	587	625	908	705	621	512
2558009229	16	12	13	12	12	14	28	18	23
2558009230	20	16	33	23	30	20	26	29	23
2558009231	20	22	20	25	15	34	43	25	29
2558009232	19	33	27	31	49	39	43	26	35
2558009233	20	23	60	33	34	44	27	34	19
2558009234	3	2	3	0	1	6	8	2	2
2558009235	11	4	10	18	16	5	5	10	9
2558009236	7	22	10	19	19	12	14	14	4
2558009237	1	3	8	4	3	11	0	1	2
2558009238	42	25	73	70	51	115	40	32	42
2558009239	15	23	49	38	53	42	64	43	45
2558009240	155	154	242	195	252	255	317	221	190
2558009241	69	51	104	63	98	89	123	93	92
2558009242	400	390	498	275	479	313	503	339	293
2558009243	49	48	74	67	98	74	57	81	50
2558009244	212	219	310	359	568	426	329	288	268
2558009245	129	110	185	222	308	316	230	152	148
2558009246	177	171	251	236	204	303	194	133	164
2558009247	944	978	1567	1379	1269	2134	1126	949	781
2558009248	724	678	1076	747	835	1051	919	640	561
2558009249	1675	1656	2168	2185	2798	2790	1974	1563	1555
2558009250	213	242	349	313	394	384	378	271	211
2558009251	1013	1031	1236	1256	1499	1570	1216	691	554
2558009252	1823	1859	2806	1818	2790	2027	2371	2189	1710
2558009253	413	290	484	355	437	379	380	311	223
2558009254	397	407	615	419	519	517	518	432	390
2558009255	350	361	634	445	375	326	422	1028	923
2558009256	309	294	483	366	285	237	337	886	756
2558009257	65	56	83	59	73	65	76	66	53
2558009258	16	27	31	100	112	176	93	35	22
2558009259	56	70	90	366	423	459	228	78	94
2558009260	314	365	482	615	862	686	639	465	439
2558009261	324	567	496	659	956	605	1188	708	687
2558009262	2829	2799	3741	3030	3524	3900	2611	2214	1863
2558009263	3366	3551	6008	5343	6141	6537	4883	4634	3988
2558009264	415	248	268	336	788	187	92	263	258
2558009265	61	36	62	34	75	71	46	51	36
2558009266	534	612	622	540	755	354	497	401	370
2558009267	2075	1789	2392	1491	1661	1268	1074	1790	1303
2558009268	1302	1332	1927	1536	1149	782	720	1379	1161
2558009269	2846	2809	3777	3745	5216	3440	2792	2961	2686
2558009270	160	214	288	207	227	286	313	190	187
2558009271	205	182	302	301	349	313	277	262	173
2558009272	17	20	34	28	38	38	69	20	36
2558009273	9	15	14	9	23	16	27	14	11
2558009274	195	256	270	375	521	392	388	300	273
2558009275	77	99	148	154	263	125	109	131	102
2558009276	22	17	26	32	64	36	20	32	19
2558009277	48	48	101	88	111	87	155	159	120
2558009278	560	437	911	624	616	590	431	641	531
2558009279	836	879	1535	1025	1169	926	1050	1433	1173
2558009280	242	361	490	415	384	262	184	462	417
2558009281	245	312	371	426	346	238	187	385	307
2558009282	192	146	259	131	131	142	92	180	101
2558009283	181	166	254	120	99	94	81	63	64
2558009284	359	265	446	246	233	225	213	223	189
2558009285	270	233	349	217	214	221	175	171	109
2558009286	279	276	442	282	249	348	266	253	220
2558009287	1715	1599	2055	1183	1115	1320	1265	1535	1251
2558009288	206	215	309	170	162	156	178	194	133
2558009289	133	134	159	100	70	104	86	103	94
2558009290	1350	1237	1747	1063	1078	998	1052	974	790
2558009291	404	375	618	405	370	368	365	378	303
2558009292	25	23	58	25	33	27	27	27	22
2558009293	1667	1763	2943	2745	4874	3731	3145	1866	1920
2558009294	357	463	856	805	1253	1190	976	576	616
2558009295	138	152	343	298	395	524	405	217	202
2558009296	58	40	77	42	32	27	41	39	36
2558009297	11	6	19	8	6	11	9	14	22
2558009298	47	61	93	47	63	50	42	47	43
2558009299	748	675	935	571	600	413	258	324	216
2558009300	816	759	1300	691	678	514	376	511	380
2558009301	875	960	1208	1055	953	382	308	566	522
2558009302	60	71	102	71	78	97	71	42	45
2558009303	551	526	701	626	722	613	487	476	364
2558009304	334	364	642	543	597	684	513	519	411
2558009305	1242	1321	1919	1367	1404	1475	1633	2257	1681
2558009306	510	480	712	751	875	830	663	661	562
2558009307	340	281	493	366	387	361	243	361	268
2558009308	375	308	473	311	313	361	286	381	339
2558009309	592	518	888	555	550	468	424	609	509
2558009310	1280	1140	1810	1273	1420	1379	823	1043	905
2558009311	1564	1810	2091	2380	2816	2241	1878	1268	1219
2558009312	761	786	1507	1260	1215	1560	1395	1420	1121
2558009313	462	533	942	915	967	1112	916	835	661
2558009314	915	1022	1403	1313	1558	1583	1250	1201	1092
2558009315	1824	1820	2341	2242	2550	2812	2248	1314	1177
2558009316	238	243	341	343	462	420	354	370	304
2558009317	588	599	873	837	1109	933	978	1051	972
2558009318	2536	2841	3800	3922	4583	4304	2747	2944	2473
2558009319	178	192	232	239	316	266	205	269	226
2558009320	634	709	1057	1089	1308	1196	997	872	756
2558009321	293	310	527	438	574	538	450	418	387
2558009322	702	695	1065	985	1109	1025	762	691	581
2558009323	863	767	1182	830	940	943	814	714	606
2558009324	181	189	269	259	246	255	214	199	156
2558009325	416	432	611	567	675	602	509	390	308
2558009326	2653	2636	3633	3015	3676	3076	2537	2197	1803
2558009327	188	170	305	201	278	277	230	207	176
2558009328	637	613	817	666	766	713	660	503	398
2558009329	2493	2962	3483	3984	4446	4593	3518	2238	2206
2558009330	244	250	377	406	426	484	416	328	280
2558009331	109	132	168	208	181	210	160	124	113
2558009332	225	216	323	287	301	344	262	195	157
2558009333	153	141	261	208	179	339	190	147	136
2558009334	748	780	1182	1025	1126	1169	959	700	662
2558009335	673	835	835	1420	1530	1494	849	577	530
2558009336	332	366	510	766	875	762	512	392	378
2558009337	61	79	148	140	153	216	140	124	147
2558009338	237	252	492	364	450	394	261	274	227
2558009339	12	13	21	19	25	15	13	6	3
2558009340	180	131	260	123	115	168	104	91	48
2558009341	141	120	226	103	77	107	62	45	30
2558009342	1266	1389	1649	1761	1982	1522	1930	1113	1014
2558009343	1662	1764	2173	2561	2882	3224	2556	1687	1508
2558009344	407	359	750	635	709	932	771	739	561
2558009345	289	299	467	391	511	645	581	427	379
2558009346	581	561	996	886	1053	1016	858	784	704
2558009347	1811	1962	2664	2677	3251	2855	2055	2118	1895
2558009348	149	129	180	235	295	311	198	177	167
2558009349	788	969	1033	1413	1799	1527	1202	774	738
2558009350	181	163	220	180	228	227	172	144	158
2558009351	458	626	640	753	1198	716	690	554	531
2558009352	26	27	31	44	59	43	18	27	34
2558009353	68	73	78	60	77	71	85	60	57
2558009354	322	327	406	349	414	164	181	349	320
2558009355	56	58	83	96	109	33	42	107	84
2558009356	1847	2083	3661	2579	2906	659	616	2307	1285
2558009357	12	14	36	18	11	7	5	32	14
2558009358	225	195	438	256	357	304	416	343	205
2558009359	134	111	180	134	174	184	175	148	116
2558009360	118	125	173	169	273	131	142	113	88
2558009361	16	11	34	31	22	36	22	23	11
2558009362	34	27	48	31	42	41	29	31	35
2558009363	312	363	447	515	744	766	320	244	252
2558009364	23	37	40	53	56	51	26	24	20
2558009365	64	51	102	69	89	113	62	65	41
2558009366	264	336	465	501	612	713	489	302	257
2558009367	70	88	127	103	147	242	163	90	64
2558009368	64	43	73	75	136	77	67	47	64
2558009369	45	54	49	65	97	94	140	128	152
2558009370	205	225	524	308	501	438	694	663	579
2558009371	362	301	855	524	769	636	921	941	839
2558009372	266	369	463	304	369	477	436	290	260
2558009373	7	19	25	34	26	21	18	19	22
2558009374	74	65	91	109	105	99	110	90	70
2558009375	66	50	106	115	116	88	112	84	84
2558009376	56	46	68	54	97	83	130	93	97
2558009377	105	99	198	103	240	189	275	202	179
2558009378	56	47	87	61	111	108	135	88	80
2558009379	1020	1156	1368	946	1339	1040	939	580	497
2558009380	403	485	540	500	699	659	517	288	299
2558009381	913	948	1455	1205	1425	1259	1293	1040	902
2558009382	268	272	487	318	401	381	533	326	250
2558009383	71	48	119	68	110	96	96	106	72
2558009384	17	19	33	18	32	29	43	28	27
2558009385	1160	1122	1698	1001	1100	1027	1369	1045	832
2558009386	2497	2525	3255	1716	2845	1872	2441	2191	2023
2558009387	5170	5891	8488	7787	9743	10069	8865	7224	6383
2558009388	1685	1727	2924	2335	2957	3686	3133	2559	2381
2558009389	327	202	683	463	175	1343	820	650	392
2558009390	713	468	1938	1089	888	3425	1897	1820	1196
2558009391	811	737	1685	1794	1252	3044	1833	1234	1026
2558009392	1502	1617	2331	1723	2273	1909	2206	1803	1715
2558009393	973	1004	1568	1391	1387	1258	1113	1600	1386
2558009394	1356	1421	2051	1817	2134	1987	1852	1453	1291
2558009395	912	1074	1378	1137	1276	1305	1080	870	771
2558009396	103	120	201	161	190	249	238	203	170
2558009397	361	402	534	641	787	801	742	552	519
2558009398	225	181	237	265	333	298	305	155	194
2558009399	153	179	188	211	272	319	295	204	197
2558009400	26	19	31	31	45	58	39	38	36
2558009401	41	55	70	70	75	81	84	65	66
2558009402	425	424	436	321	277	282	298	405	348
2558009403	190	267	393	427	464	509	325	280	300
2558009404	171	182	302	294	318	337	246	276	246
2558009405	2305	2402	3843	3471	4127	4181	4015	3602	2888
2558009406	33	32	34	41	45	37	42	35	18
2558009407	116	142	143	138	225	176	172	107	112
2558009408	281	317	527	430	550	497	523	419	393
2558009409	13	21	24	21	28	23	19	21	14
2558009410	56	80	78	96	100	124	65	67	59
2558009411	494	431	647	604	669	663	574	540	451
2558009412	16	12	20	31	30	23	28	14	29
2558009413	21	20	31	45	32	58	51	27	45
2558009414	78	51	94	93	107	111	125	92	111
2558009415	372	368	737	686	836	817	608	731	535
2558009416	187	189	256	277	322	313	228	260	251
2558009417	230	152	275	319	398	364	254	316	248
2558009418	298	309	598	441	669	532	847	894	863
2558009419	743	724	1137	880	972	854	787	965	810
2558009420	200	161	283	253	300	273	239	276	216
2558009421	15	22	34	35	33	33	29	23	27
2558009422	115	147	241	234	218	277	225	208	205
2558009423	133	154	251	229	254	238	239	201	236
2558009424	71	75	150	110	153	96	96	159	92
2558009425	1431	1372	1860	1854	2747	1469	1222	1853	1794
2558009426	138	132	250	152	169	182	196	197	172
2558009427	162	110	238	178	177	146	149	174	138
2558009428	687	669	1126	919	762	867	2304	2092	1959
2558009429	202	183	352	299	301	359	371	360	296
2558009430	710	643	1328	1173	873	1255	994	1464	1111
2558009431	1872	1899	4038	2742	2239	3552	2390	2815	2274
2558009432	256	321	374	334	417	344	432	250	242
2558009433	206	260	322	343	367	336	359	308	251
2558009434	152	184	209	225	220	226	278	139	136
2558009435	54	51	104	116	116	140	129	82	116
2558009436	8	13	12	10	19	30	16	5	7
2558009437	358	441	473	413	380	453	249	129	117
2558009438	482	593	598	687	582	749	530	277	251
2558009439	548	666	736	922	876	1045	699	459	375
2558009440	540	648	943	940	898	1089	844	700	635
2558009441	182	196	321	290	297	413	260	219	200
2558009442	727	801	1210	1304	1791	1819	1541	1247	1145
2558009443	59	43	92	94	127	114	122	118	97
2558009444	89	89	135	123	179	192	150	133	129
2558009445	41	47	42	65	85	71	56	72	47
2558009446	31	42	59	34	53	57	45	30	31
2558009447	194	239	348	298	342	234	365	434	366
2558009448	21	18	36	33	24	45	52	47	18
2558009449	226	239	421	410	551	513	402	421	324
2558009450	679	606	1125	837	1143	1082	1163	1022	943
2558009451	91	54	152	118	159	158	121	136	110
2558009452	1513	1031	2201	1706	2605	2434	1525	1780	1674
2558009453	288	308	539	390	675	269	361	584	484
2558009454	8	5	20	10	16	15	19	29	25
2558009455	823	868	1316	1118	1500	634	922	1828	1347
2558009456	516	450	1177	706	879	583	801	1447	883
2558009457	105	97	142	113	139	133	110	130	74
2558009458	52	71	113	103	142	165	105	76	74
2558009459	17	17	22	40	27	49	25	18	27
2558009460	5	7	13	10	14	7	13	4	3
2558009461	40	49	115	53	45	71	63	51	44
2558009462	38	41	77	44	76	57	42	47	31
2558009463	97	115	142	99	105	116	84	35	44
2558009464	78	78	105	104	108	95	61	69	54
